user_id,country,device,geo_zone,avg_session_min,sessions_last_30d,days_since_last_login,customer_support_tickets,monthly_fee,churned
U701670,FR,ios,zone_072,19.94,9,5,0,27.95,0
U701671,ES,ios,zone_200,10.77,5,11,0,25.92,0
U701672,CH,ios,zone_003,19.45,7,9,1,31.92,0
U701673,ES,android,zone_186,29.36,10,11,1,24.6,0
U701674,ES,ios,zone_138,35.75,9,8,0,11.54,0
U701675,BE,android,zone_169,44.66,9,7,0,20.89,0
U701676,CH,web,zone_134,16.99,8,4,0,24.79,0
U701677,FR,android,zone_124,11.06,7,14,0,6.2,0
U701678,FR,android,zone_121,16.96,9,10,2,1.55,0
U701679,DE,ios,zone_113,11.46,8,7,0,12.14,0
U701680,FR,android,zone_025,7.88,9,4,0,24.09,0
U701681,IT,android,zone_076,16.98,9,8,0,15.55,0
U701682,DE,ios,zone_069,11.72,2,7,2,23.18,0
U701683,ES,web,zone_075,4.33,6,10,1,13.47,0
U701684,DE,android,zone_039,8.85,9,6,0,13.77,0
U701685,FR,ios,zone_036,15.09,12,10,1,32.41,0
U701686,BE,android,zone_170,9.86,5,10,1,20.24,0
U701687,FR,android,zone_077,13.21,5,4,2,19.06,0
U701688,BE,web,zone_002,5.17,5,7,0,20.74,0
U701689,FR,android,zone_171,6.48,5,5,0,26.83,0
U701690,ES,ios,zone_080,16.19,11,7,0,29.79,0
U701691,FR,android,zone_123,7.51,11,10,0,28.89,0
U701692,FR,android,zone_200,9.96,9,10,0,33.83,0
U701693,ES,android,zone_105,16.17,11,5,0,27.59,0
U701694,FR,android,zone_211,16.53,11,9,0,32.13,0
U701695,ES,web,zone_183,5.51,12,7,1,20.15,0
U701696,CH,ios,zone_128,26.3,11,7,2,37.58,0
U701697,IT,android,zone_146,18.02,9,7,0,7.48,0
U701698,ES,android,zone_127,30.41,8,5,1,7.48,0
U701699,FR,android,zone_093,14.97,6,8,1,21.99,0
U701700,FR,web,zone_207,25.1,9,8,0,24.54,1
U701701,IT,android,zone_035,18.11,9,9,0,16.39,0
U701702,FR,ios,zone_216,19.04,8,14,0,24.02,0
U701703,BE,android,zone_211,25.74,7,5,2,19.18,0
U701704,CH,android,zone_059,10.42,10,7,1,9.57,0
U701705,FR,android,zone_050,4.42,10,12,1,16.14,1
U701706,FR,ios,zone_068,5.5,8,5,1,22.52,0
U701707,BE,android,zone_163,12.01,8,8,0,15.58,0
U701708,FR,web,zone_175,37.67,8,10,0,19.78,0
U701709,FR,android,zone_004,34.27,5,6,1,26.53,0
U701710,ES,android,zone_215,35.62,8,13,0,23.0,0
U701711,FR,android,zone_171,44.16,14,10,1,25.81,0
U701712,ES,android,zone_019,24.94,12,8,1,14.47,0
U701713,FR,ios,zone_156,5.35,8,4,1,16.95,0
U701714,FR,ios,zone_049,6.81,10,6,0,17.79,0
U701715,BE,ios,zone_140,5.15,7,12,0,20.35,0
U701716,FR,web,zone_006,40.47,5,7,0,14.84,0
U701717,FR,android,zone_050,8.83,10,14,0,29.13,0
U701718,BE,ios,zone_065,11.95,11,9,0,22.63,0
U701719,DE,web,zone_197,16.9,5,8,1,29.07,0
U701720,BE,web,zone_217,8.21,11,12,1,22.9,0
U701721,FR,android,zone_078,3.11,12,10,0,30.8,0
U701722,FR,android,zone_077,7.44,11,8,1,25.97,0
U701723,BE,ios,zone_059,18.11,7,8,1,8.78,0
U701724,FR,web,zone_186,10.72,7,9,2,19.65,0
U701725,IT,android,zone_031,14.85,9,5,1,17.96,0
U701726,FR,android,zone_214,15.48,8,11,0,24.99,0
U701727,FR,android,zone_121,23.31,11,9,2,20.82,0
U701728,IT,web,zone_090,9.68,4,11,2,19.28,1
U701729,IT,web,zone_171,19.65,5,12,0,24.72,0
U701730,FR,android,zone_108,18.62,14,5,2,24.13,0
U701731,CH,ios,zone_040,15.02,10,7,1,18.56,0
U701732,FR,android,zone_180,31.42,8,12,0,24.64,0
U701733,IT,android,zone_107,12.58,5,7,1,23.51,0
U701734,DE,ios,zone_172,9.91,10,10,0,7.46,0
U701735,FR,ios,zone_196,6.08,10,12,1,29.54,0
U701736,FR,android,zone_019,6.18,8,3,0,39.52,0
U701737,FR,ios,zone_159,30.01,7,10,0,9.47,0
U701738,DE,android,zone_168,4.72,8,9,0,17.76,0
U701739,BE,ios,zone_054,12.76,7,7,3,20.9,0
U701740,FR,android,zone_016,9.38,9,6,0,6.72,0
U701741,ES,android,zone_088,,8,4,1,20.38,0
U701742,FR,web,zone_071,,8,7,2,29.64,0
U701743,ES,android,zone_024,6.78,11,6,1,19.58,0
U701744,DE,ios,zone_022,39.2,7,5,2,23.01,0
U701745,FR,ios,zone_015,28.71,8,7,0,30.34,0
U701746,FR,android,zone_199,17.5,8,7,0,23.6,0
U701747,FR,web,zone_155,25.48,7,9,2,26.33,0
U701748,CH,ios,zone_003,5.8,7,4,0,27.51,0
U701749,FR,android,zone_024,8.69,7,6,0,14.17,0
U701750,FR,android,zone_147,11.81,19,6,0,4.18,0
U701751,DE,web,zone_143,11.12,9,10,0,21.52,0
U701752,DE,android,zone_076,4.82,9,6,0,34.46,0
U701753,IT,android,zone_192,22.42,12,9,0,20.75,0
U701754,FR,android,zone_074,5.81,10,10,0,20.69,0
U701755,FR,android,zone_019,4.49,12,10,0,24.7,0
U701756,DE,android,zone_097,4.13,11,5,1,25.13,0
U701757,ES,android,zone_047,3.45,15,9,0,27.58,0
U701758,FR,ios,zone_035,15.06,16,11,1,18.07,0
U701759,FR,ios,zone_009,12.16,12,10,0,17.94,0
U701760,CH,web,zone_186,18.02,9,9,0,17.77,0
U701761,ES,android,zone_137,13.43,6,12,0,34.96,0
U701762,ES,ios,zone_077,16.87,9,7,2,19.6,0
U701763,FR,ios,zone_058,6.93,5,8,1,4.56,0
U701764,FR,web,zone_027,20.78,11,7,1,17.33,0
U701765,BE,web,zone_128,6.0,5,14,1,9.37,0
U701766,ES,android,zone_162,6.81,13,6,0,12.48,0
U701767,FR,web,zone_166,26.1,8,10,0,13.55,0
U701768,CH,ios,zone_142,6.36,9,5,1,22.79,0
U701769,FR,web,zone_080,4.64,9,6,0,13.67,0
U701770,FR,android,zone_117,14.71,7,11,0,30.53,0
U701771,FR,android,zone_034,17.97,11,12,0,15.26,0
U701772,FR,ios,zone_018,6.73,9,4,3,10.9,0
U701773,FR,ios,zone_016,25.88,7,7,2,21.94,0
U701774,BE,ios,zone_005,7.0,9,9,1,17.66,0
U701775,FR,android,zone_129,19.4,9,7,0,43.58,0
U701776,DE,ios,zone_034,6.25,12,6,1,11.14,0
U701777,FR,android,zone_014,27.8,7,10,0,30.7,0
U701778,FR,web,zone_174,27.96,12,5,1,21.29,0
U701779,FR,android,zone_152,14.47,3,13,2,21.54,0
U701780,ES,web,zone_124,30.56,6,5,1,19.02,0
U701781,FR,android,zone_012,,9,7,0,30.52,0
U701782,FR,android,zone_197,23.65,11,8,0,24.4,0
U701783,ES,ios,zone_061,31.19,8,9,0,27.53,0
U701784,FR,web,zone_091,,13,5,0,13.9,0
U701785,FR,android,zone_176,8.11,16,6,1,26.63,0
U701786,FR,android,zone_000,7.49,6,13,1,12.78,0
U701787,FR,web,zone_176,14.35,10,9,1,26.65,0
U701788,IT,web,zone_044,12.1,6,8,1,16.88,0
U701789,BE,android,zone_062,6.61,13,4,1,13.82,0
U701790,FR,android,zone_202,5.56,8,10,0,24.84,0
U701791,FR,web,zone_107,16.99,10,3,0,12.96,1
U701792,CH,ios,zone_125,36.94,9,10,2,20.86,0
U701793,ES,web,zone_134,6.71,6,6,1,17.09,0
U701794,FR,web,zone_156,11.68,7,9,2,23.66,0
U701795,BE,ios,zone_125,27.31,7,11,0,32.17,0
U701796,FR,ios,zone_193,29.15,8,8,0,21.88,0
U701797,FR,ios,zone_194,7.72,10,6,0,24.19,0
U701798,FR,web,zone_163,,7,8,0,23.46,0
U701799,FR,android,zone_116,3.32,7,13,1,16.76,0
U701800,FR,ios,zone_090,11.46,10,12,0,23.92,0
U701801,FR,android,zone_135,11.56,6,11,1,26.74,0
U701802,DE,ios,zone_152,,14,7,0,20.08,0
U701803,ES,web,zone_147,11.99,9,7,0,7.29,0
U701804,DE,ios,zone_167,23.53,12,12,1,22.82,0
U701805,FR,ios,zone_084,2.87,8,5,0,24.24,0
U701806,ES,android,zone_218,23.87,8,10,0,24.05,0
U701807,BE,ios,zone_184,15.4,10,5,0,26.88,0
U701808,FR,web,zone_196,8.9,10,6,0,15.63,0
U701809,FR,android,zone_036,14.76,7,7,2,17.52,0
U701810,BE,android,zone_200,17.2,9,15,1,27.73,0
U701811,FR,ios,zone_156,19.78,15,6,0,11.59,0
U701812,FR,android,zone_172,10.25,13,8,0,13.9,0
U701813,CH,ios,zone_035,10.29,9,8,1,32.19,0
U701814,ES,web,zone_175,4.51,9,12,0,10.87,0
U701815,FR,android,zone_049,27.38,8,11,0,18.53,1
U701816,FR,web,zone_152,12.53,8,5,1,7.84,0
U701817,ES,ios,zone_175,4.11,9,5,1,26.7,0
U701818,FR,android,zone_003,10.11,9,7,0,16.65,0
U701819,FR,android,zone_140,8.99,11,13,1,16.11,0
U701820,BE,android,zone_182,26.05,5,10,0,14.73,0
U701821,IT,ios,zone_137,33.61,10,10,1,33.13,0
U701822,IT,android,zone_216,15.04,16,11,0,31.62,0
U701823,DE,web,zone_079,19.33,6,6,3,25.26,0
U701824,IT,ios,zone_150,14.1,17,7,0,17.16,0
U701825,DE,android,zone_208,17.06,9,9,1,23.12,0
U701826,FR,ios,zone_072,2.08,7,7,0,16.12,0
U701827,DE,ios,zone_071,34.72,7,9,0,16.11,0
U701828,ES,ios,zone_146,18.65,5,12,1,22.04,0
U701829,ES,ios,zone_034,7.46,6,9,0,17.31,0
U701830,DE,ios,zone_209,11.91,6,12,0,28.79,0
U701831,FR,android,zone_074,9.19,8,6,2,37.04,0
U701832,FR,web,zone_010,16.95,11,3,0,5.1,0
U701833,ES,web,zone_032,34.24,11,17,1,23.77,0
U701834,FR,ios,zone_176,36.92,8,13,1,10.69,1
U701835,FR,ios,zone_215,12.76,8,12,0,21.32,0
U701836,FR,web,zone_081,19.16,14,6,0,17.44,0
U701837,BE,android,zone_203,11.47,10,10,1,14.83,0
U701838,FR,android,zone_124,9.86,14,6,1,14.23,0
U701839,FR,android,zone_170,10.12,15,7,1,20.93,0
U701840,IT,web,zone_113,31.41,10,12,0,11.11,0
U701841,ES,web,zone_160,16.9,13,12,0,15.45,0
U701842,FR,web,zone_185,23.14,9,11,0,22.38,0
U701843,ES,android,zone_018,9.66,8,9,1,17.94,0
U701844,FR,android,zone_038,9.51,9,14,1,26.34,0
U701845,FR,ios,zone_084,10.05,9,10,0,14.6,0
U701846,DE,ios,zone_010,12.9,3,6,0,24.25,0
U701847,DE,ios,zone_064,7.32,13,8,2,10.24,0
U701848,CH,android,zone_179,12.71,11,6,1,35.45,0
U701849,FR,ios,zone_018,7.64,6,12,0,22.76,0
U701850,ES,web,zone_164,18.0,12,9,1,22.14,0
U701851,ES,web,zone_185,22.73,7,9,1,23.23,0
U701852,FR,android,zone_198,6.19,11,11,0,15.32,0
U701853,FR,android,zone_204,30.31,6,13,0,10.04,0
U701854,DE,android,zone_128,23.46,9,5,0,28.27,0
U701855,DE,android,zone_151,9.36,4,13,0,20.37,0
U701856,FR,android,zone_115,25.56,10,11,0,20.08,0
U701857,DE,android,zone_040,6.19,9,4,0,8.36,0
U701858,FR,ios,zone_195,20.65,9,9,0,29.74,0
U701859,FR,android,zone_190,11.16,10,6,0,27.16,0
U701860,FR,ios,zone_137,16.01,10,8,0,15.28,0
U701861,FR,android,zone_160,13.5,6,6,0,16.98,0
U701862,ES,android,zone_142,12.35,8,8,0,11.91,0
U701863,BE,web,zone_018,35.66,4,10,2,14.5,0
U701864,FR,web,zone_050,14.79,7,9,0,26.14,0
U701865,CH,ios,zone_152,23.49,8,7,1,19.99,0
U701866,FR,ios,zone_045,4.9,8,4,0,15.41,0
U701867,FR,ios,zone_018,13.64,4,5,0,18.93,0
U701868,IT,android,zone_105,5.37,5,4,2,18.7,0
U701869,FR,web,zone_076,22.61,15,8,1,9.29,0
U701870,ES,android,zone_107,2.87,11,8,1,19.44,0
U701871,BE,android,zone_008,16.36,6,6,2,15.42,0
U701872,CH,ios,zone_139,14.18,5,9,1,10.64,0
U701873,BE,web,zone_167,19.34,11,7,1,24.72,0
U701874,FR,android,zone_053,22.03,11,8,0,12.6,0
U701875,IT,android,zone_127,15.85,8,11,0,15.16,0
U701876,FR,ios,zone_032,22.09,13,5,1,25.17,0
U701877,CH,ios,zone_099,24.25,9,9,0,22.39,0
U701878,BE,android,zone_213,11.87,5,11,0,9.76,0
U701879,FR,android,zone_176,15.08,11,6,0,20.47,1
U701880,FR,ios,zone_024,9.31,8,7,0,16.69,0
U701881,ES,ios,zone_174,36.02,6,8,1,17.97,0
U701882,FR,ios,zone_144,5.14,5,8,1,28.27,0
U701883,DE,ios,zone_131,32.89,7,9,0,30.24,0
U701884,ES,web,zone_215,19.89,20,4,0,31.07,0
U701885,ES,android,zone_000,18.63,12,5,0,11.8,1
U701886,FR,ios,zone_035,14.9,10,6,0,28.68,0
U701887,IT,android,zone_218,13.32,6,9,1,4.81,0
U701888,FR,ios,zone_105,27.73,10,6,0,33.11,0
U701889,FR,ios,zone_200,1.68,13,3,2,14.04,0
U701890,FR,ios,zone_010,11.32,9,7,0,41.36,0
U701891,IT,ios,zone_104,13.59,9,9,1,12.63,0
U701892,ES,ios,zone_205,5.68,8,8,1,10.49,0
U701893,FR,ios,zone_191,23.85,6,10,1,23.51,0
U701894,ES,android,zone_205,4.36,6,7,0,33.72,0
U701895,FR,android,zone_076,9.74,9,8,1,18.33,0
U701896,FR,ios,zone_124,11.8,12,7,0,19.58,0
U701897,FR,android,zone_042,3.92,9,9,1,12.43,0
U701898,FR,web,zone_012,9.97,10,11,0,28.94,0
U701899,IT,ios,zone_076,14.07,6,6,0,23.87,0
U701900,CH,android,zone_161,27.97,17,5,0,17.6,0
U701901,FR,android,zone_175,6.67,11,7,1,25.15,0
U701902,FR,ios,zone_039,14.24,14,9,1,32.29,0
U701903,DE,android,zone_009,13.27,11,4,1,17.11,0
U701904,FR,android,zone_201,10.1,11,7,0,19.27,0
U701905,DE,web,zone_199,7.31,5,9,0,33.91,0
U701906,FR,android,zone_025,20.44,11,14,1,28.29,0
U701907,FR,android,zone_196,24.23,10,8,0,17.93,0
U701908,BE,ios,zone_189,11.64,8,8,1,11.71,0
U701909,FR,android,zone_023,9.41,8,6,1,20.59,1
U701910,ES,web,zone_135,20.31,11,7,0,25.46,0
U701911,DE,ios,zone_085,8.94,5,6,1,21.57,0
U701912,FR,android,zone_082,15.96,9,7,1,14.74,0
U701913,FR,ios,zone_174,17.7,6,5,2,15.12,0
U701914,DE,web,zone_086,5.2,9,4,0,28.38,0
U701915,BE,ios,zone_213,35.46,5,5,0,17.79,0
U701916,FR,ios,zone_022,17.46,10,6,1,22.73,0
U701917,BE,web,zone_179,7.61,9,5,1,23.68,0
U701918,FR,ios,zone_111,15.75,5,5,0,12.84,0
U701919,IT,android,zone_035,15.18,6,8,1,13.18,0
U701920,ES,ios,zone_002,35.11,8,3,0,11.1,0
U701921,FR,web,zone_067,25.62,12,11,1,19.34,0
U701922,FR,android,zone_173,39.58,6,8,0,17.94,0
U701923,ES,ios,zone_079,,10,9,0,14.93,0
U701924,BE,android,zone_100,4.85,15,9,1,10.54,0
U701925,FR,ios,zone_059,6.86,9,8,0,22.77,0
U701926,FR,ios,zone_050,4.64,8,13,1,9.09,0
U701927,BE,web,zone_108,30.44,7,11,3,19.18,1
U701928,IT,android,zone_169,5.83,12,5,0,31.46,0
U701929,FR,ios,zone_125,8.28,10,10,0,10.17,0
U701930,ES,android,zone_023,,9,12,1,16.26,0
U701931,FR,android,zone_138,35.59,13,9,2,27.97,0
U701932,ES,web,zone_134,39.75,5,7,3,17.74,0
U701933,ES,android,zone_028,21.6,9,8,0,17.32,0
U701934,FR,ios,zone_139,11.9,7,6,0,20.62,0
U701935,IT,web,zone_024,27.1,14,8,1,24.85,0
U701936,IT,android,zone_157,20.35,12,4,0,24.5,0
U701937,CH,android,zone_163,18.27,14,7,0,7.22,0
U701938,ES,android,zone_028,16.07,8,5,1,17.74,0
U701939,FR,android,zone_211,13.28,7,4,0,23.21,0
U701940,FR,android,zone_053,3.54,6,6,0,14.48,0
U701941,FR,ios,zone_105,18.03,7,8,0,20.01,0
U701942,DE,android,zone_084,4.46,12,9,0,1.89,0
U701943,BE,android,zone_177,14.14,12,5,2,14.4,0
U701944,IT,android,zone_056,,8,11,1,24.71,0
U701945,IT,web,zone_023,13.29,7,12,0,17.18,0
U701946,FR,ios,zone_166,4.5,6,8,0,23.38,0
U701947,ES,android,zone_047,20.0,7,8,0,10.79,0
U701948,CH,android,zone_127,11.0,11,6,0,4.66,0
U701949,IT,android,zone_204,8.69,11,3,0,33.14,0
U701950,FR,ios,zone_026,14.8,8,11,1,16.37,0
U701951,FR,android,zone_187,,10,7,0,21.16,0
U701952,FR,android,zone_053,0.55,12,6,0,8.27,1
U701953,FR,android,zone_098,8.74,8,7,1,18.49,0
U701954,DE,web,zone_106,17.13,15,7,0,16.34,0
U701955,FR,ios,zone_216,21.4,15,2,1,18.87,0
U701956,IT,android,zone_100,6.88,10,8,1,16.15,1
U701957,DE,android,zone_177,8.52,9,12,0,29.22,0
U701958,IT,android,zone_001,23.81,11,11,0,18.5,0
U701959,FR,ios,zone_104,10.91,10,4,0,23.81,0
U701960,FR,web,zone_102,15.84,8,7,0,11.01,1
U701961,IT,web,zone_048,,13,9,0,18.32,0
U701962,FR,android,zone_194,27.08,13,8,0,24.92,0
U701963,FR,ios,zone_087,5.12,10,6,1,27.4,0
U701964,FR,web,zone_139,8.36,7,8,0,21.97,0
U701965,FR,android,zone_123,7.68,9,4,2,20.14,0
U701966,DE,android,zone_102,7.34,6,10,2,13.19,0
U701967,IT,ios,zone_038,15.24,8,10,0,28.48,0
U701968,ES,android,zone_117,19.41,8,5,0,23.57,0
U701969,FR,android,zone_047,18.34,10,12,0,9.55,0
U701970,ES,ios,zone_176,9.04,5,8,0,0.0,0
U701971,FR,android,zone_091,8.17,12,4,0,23.55,0
U701972,FR,ios,zone_049,18.99,11,7,0,23.43,0
U701973,FR,android,zone_058,6.05,11,11,3,12.56,0
U701974,DE,android,zone_078,7.94,10,7,0,20.35,0
U701975,FR,android,zone_079,25.06,11,5,0,32.24,0
U701976,IT,android,zone_120,16.09,12,9,2,13.02,0
U701977,FR,android,zone_200,20.62,16,3,0,5.63,0
U701978,FR,android,zone_051,31.6,9,11,0,14.59,1
U701979,IT,android,zone_146,6.8,9,7,0,19.7,0
U701980,FR,ios,zone_219,5.66,12,3,0,27.15,0
U701981,BE,android,zone_143,10.51,6,12,0,15.51,0
U701982,FR,ios,zone_072,,10,8,4,25.38,0
U701983,FR,android,zone_177,6.89,15,12,1,17.52,0
U701984,DE,android,zone_101,22.46,9,8,2,26.43,0
U701985,FR,ios,zone_121,1.2,12,10,1,14.19,0
U701986,FR,android,zone_146,18.38,9,11,1,20.43,0
U701987,FR,android,zone_109,3.11,16,10,1,14.81,0
U701988,FR,ios,zone_213,14.18,7,7,0,22.39,0
U701989,DE,android,zone_049,41.02,8,4,0,11.79,0
U701990,FR,web,zone_123,20.78,13,5,1,23.2,0
U701991,FR,android,zone_219,30.49,14,6,0,8.6,0
U701992,FR,web,zone_040,13.06,9,4,0,15.67,0
U701993,FR,android,zone_158,20.68,17,6,0,21.07,0
U701994,FR,ios,zone_028,19.8,6,5,0,23.54,0
U701995,DE,ios,zone_150,4.09,7,15,0,26.84,0
U701996,IT,ios,zone_167,6.08,14,8,0,13.1,0
U701997,FR,ios,zone_074,3.91,9,8,0,12.48,0
U701998,IT,ios,zone_045,36.27,10,8,0,22.39,0
U701999,CH,ios,zone_043,28.78,7,15,0,22.97,0
U702000,FR,android,zone_188,12.2,8,11,1,12.35,0
U702001,FR,android,zone_153,7.12,6,14,0,20.42,0
U702002,FR,ios,zone_218,8.08,10,4,0,17.05,0
U702003,FR,web,zone_094,8.91,4,6,0,27.06,0
U702004,IT,android,zone_075,1.75,7,5,0,20.76,0
U702005,FR,web,zone_134,3.48,7,6,0,36.81,0
U702006,FR,ios,zone_206,7.27,12,6,0,21.6,0
U702007,DE,ios,zone_025,28.59,10,11,0,23.67,0
U702008,FR,android,zone_104,28.96,11,6,1,23.12,0
U702009,FR,web,zone_186,9.39,8,10,2,12.58,0
U702010,FR,web,zone_036,37.58,3,6,0,0.0,0
U702011,IT,web,zone_169,19.4,10,8,2,16.44,0
U702012,BE,ios,zone_112,41.22,9,8,1,28.4,0
U702013,FR,android,zone_172,24.63,8,4,1,16.01,0
U702014,ES,web,zone_136,5.06,6,14,0,18.15,0
U702015,FR,web,zone_166,16.27,11,13,1,25.83,0
U702016,FR,android,zone_117,18.73,12,7,0,27.22,0
U702017,BE,android,zone_050,13.12,10,6,1,20.66,0
U702018,FR,android,zone_166,4.94,5,11,2,24.96,0
U702019,FR,android,zone_004,12.19,14,5,0,24.1,0
U702020,BE,android,zone_149,19.94,6,9,1,17.06,0
U702021,IT,ios,zone_130,17.59,4,9,0,26.94,0
U702022,FR,ios,zone_174,1.61,8,8,0,21.08,0
U702023,IT,android,zone_118,39.2,8,6,0,30.05,0
U702024,FR,android,zone_007,11.14,13,4,0,24.48,0
U702025,DE,web,zone_110,8.5,8,6,0,33.41,0
U702026,BE,ios,zone_152,9.39,9,10,1,12.32,0
U702027,FR,ios,zone_091,7.0,12,8,1,16.17,0
U702028,FR,ios,zone_188,13.31,6,4,0,31.9,0
U702029,BE,ios,zone_134,9.92,6,8,0,15.96,0
U702030,IT,ios,zone_029,26.5,7,4,4,28.05,0
U702031,FR,ios,zone_118,11.51,12,4,0,18.79,0
U702032,FR,web,zone_140,13.9,10,5,1,16.65,0
U702033,FR,web,zone_166,10.12,7,11,0,19.9,0
U702034,FR,android,zone_062,6.36,11,7,3,23.39,1
U702035,FR,ios,zone_190,13.75,12,8,0,9.64,0
U702036,IT,android,zone_178,27.96,7,8,1,17.96,0
U702037,ES,ios,zone_038,19.23,8,10,0,27.26,0
U702038,IT,ios,zone_215,10.25,7,4,0,31.95,0
U702039,IT,web,zone_125,32.21,8,6,0,13.49,0
U702040,IT,android,zone_209,23.15,19,7,1,17.32,0
U702041,FR,android,zone_115,28.83,13,4,0,11.1,0
U702042,FR,android,zone_055,22.5,6,5,0,28.49,0
U702043,FR,ios,zone_131,33.88,5,8,3,13.07,0
U702044,BE,web,zone_103,2.91,7,10,1,28.56,0
U702045,DE,web,zone_039,9.3,11,9,0,8.9,0
U702046,IT,android,zone_219,8.8,14,7,0,31.13,0
U702047,FR,android,zone_042,8.3,11,9,0,17.05,0
U702048,ES,web,zone_072,13.74,6,6,0,24.31,0
U702049,ES,android,zone_069,16.58,8,5,1,17.79,0
U702050,ES,web,zone_037,10.68,5,11,0,11.16,0
U702051,FR,android,zone_105,3.45,11,8,1,22.72,0
U702052,FR,ios,zone_009,37.68,11,5,2,9.56,0
U702053,FR,ios,zone_070,12.84,7,7,1,13.99,0
U702054,FR,ios,zone_112,11.88,13,8,1,30.38,0
U702055,DE,ios,zone_086,7.89,8,9,1,23.05,0
U702056,IT,android,zone_078,24.21,7,5,0,14.42,0
U702057,DE,android,zone_021,29.84,8,5,0,13.48,0
U702058,FR,android,zone_056,6.59,5,9,1,30.92,0
U702059,FR,android,zone_117,16.24,14,4,1,23.94,0
U702060,DE,ios,zone_200,31.14,9,7,1,23.01,1
U702061,FR,ios,zone_041,6.52,11,6,0,27.52,0
U702062,FR,web,zone_161,21.31,9,9,0,16.93,0
U702063,FR,android,zone_180,21.98,7,5,2,26.94,0
U702064,ES,android,zone_098,12.01,11,6,0,18.36,0
U702065,ES,ios,zone_116,7.8,12,8,0,18.86,0
U702066,ES,ios,zone_128,12.88,12,8,0,22.38,0
U702067,FR,ios,zone_069,6.07,8,5,0,0.0,0
U702068,FR,ios,zone_182,7.97,9,4,1,22.38,0
U702069,FR,web,zone_070,10.27,7,8,0,36.17,0
U702070,FR,android,zone_112,1.25,8,5,0,35.19,0
U702071,DE,ios,zone_048,11.75,2,9,2,54.95,1
U702072,FR,android,zone_061,14.75,13,14,1,22.74,0
U702073,ES,android,zone_089,16.59,6,7,0,27.92,0
U702074,ES,ios,zone_197,15.55,9,10,0,13.67,0
U702075,FR,ios,zone_188,31.92,11,4,0,19.27,0
U702076,FR,android,zone_016,1.4,14,8,0,12.55,1
U702077,FR,web,zone_102,9.34,9,8,0,24.71,0
U702078,FR,android,zone_181,10.2,7,10,2,14.11,0
U702079,FR,android,zone_139,6.26,12,8,0,37.16,0
U702080,FR,ios,zone_149,11.97,12,9,0,31.78,1
U702081,FR,ios,zone_188,4.52,7,8,1,12.6,0
U702082,BE,ios,zone_046,4.35,3,10,0,28.57,0
U702083,FR,android,zone_145,20.68,11,5,3,26.82,0
U702084,DE,android,zone_152,26.9,14,8,0,27.0,0
U702085,FR,android,zone_014,14.2,11,6,1,23.21,0
U702086,FR,web,zone_169,9.35,10,7,1,30.69,0
U702087,FR,ios,zone_090,9.71,11,8,0,27.96,0
U702088,FR,android,zone_088,,12,8,3,13.77,0
U702089,FR,ios,zone_040,9.34,7,7,2,0.0,0
U702090,FR,ios,zone_161,10.12,11,4,0,14.64,0
U702091,FR,ios,zone_077,11.54,6,6,0,14.39,0
U702092,FR,android,zone_142,15.94,13,7,0,12.58,0
U702093,FR,android,zone_135,11.57,4,17,1,18.27,0
U702094,ES,web,zone_196,39.29,9,11,1,14.02,0
U702095,FR,ios,zone_035,6.34,6,12,0,16.94,0
U702096,FR,web,zone_030,17.51,9,8,0,15.24,0
U702097,FR,android,zone_090,21.59,7,9,1,28.09,0
U702098,BE,ios,zone_062,14.91,10,7,1,4.56,0
U702099,CH,ios,zone_146,7.47,8,15,0,21.31,0
U702100,FR,web,zone_029,16.34,7,10,2,36.56,0
U702101,FR,android,zone_101,12.83,10,10,1,22.96,0
U702102,FR,android,zone_099,5.93,8,8,1,11.51,0
U702103,BE,android,zone_145,14.24,8,16,0,14.71,0
U702104,FR,web,zone_048,20.91,8,9,3,17.97,0
U702105,FR,android,zone_218,18.59,4,4,0,21.22,0
U702106,DE,ios,zone_059,11.72,9,13,0,18.61,0
U702107,DE,android,zone_064,4.49,10,12,0,24.48,0
U702108,ES,ios,zone_080,23.2,15,11,0,31.43,0
U702109,ES,ios,zone_189,9.97,8,8,0,16.13,1
U702110,IT,android,zone_103,,13,8,0,18.3,0
U702111,FR,android,zone_085,21.34,12,4,0,19.21,1
U702112,FR,web,zone_129,8.97,14,10,0,33.34,0
U702113,BE,web,zone_207,16.84,13,9,0,25.87,0
U702114,IT,ios,zone_050,17.91,4,1,1,20.91,0
U702115,BE,ios,zone_188,27.42,7,6,0,24.78,0
U702116,IT,web,zone_132,11.0,2,10,0,22.77,0
U702117,IT,android,zone_160,13.37,4,9,0,24.13,0
U702118,DE,android,zone_070,8.65,4,9,1,26.57,0
U702119,BE,ios,zone_128,3.72,9,12,0,19.5,1
U702120,ES,ios,zone_165,13.02,5,6,0,35.13,0
U702121,CH,android,zone_083,15.38,6,12,0,16.05,0
U702122,FR,ios,zone_099,13.03,10,6,0,20.66,0
U702123,FR,android,zone_082,30.65,6,3,1,19.37,0
U702124,FR,android,zone_143,5.4,11,5,0,18.63,1
U702125,FR,ios,zone_169,9.88,10,2,1,12.18,0
U702126,BE,ios,zone_130,16.73,11,8,0,12.68,0
U702127,FR,ios,zone_078,,13,5,0,29.59,0
U702128,FR,ios,zone_215,25.82,9,5,1,25.32,0
U702129,ES,web,zone_204,13.24,6,6,0,15.76,0
