user_id,event,ts
U703067,view,2024-09-23T03:47:00
U707743,search,2024-10-03T03:32:00
U706802,login,2024-10-22T04:23:00
U706584,view,2024-10-07T00:16:00
U703869,add_to_cart,2024-10-26T09:16:00
U707881,view,2024-09-03T21:45:00
U706049,view,2024-09-18T22:34:00
U704245,logout,2024-09-22T07:12:00
U707445,login,2024-10-30T13:03:00
U703056,view,2024-10-05T05:21:00
U704164,view,2024-11-21T02:56:00
U700219,view,2024-11-05T08:37:00
U700580,view,2024-10-11T10:45:00
U700744,purchase,2024-09-18T03:17:00
U704475,add_to_cart,2024-10-11T23:32:00
U701835,view,2024-11-04T07:48:00
U703963,view,2024-10-15T16:16:00
U703926,view,2024-10-04T22:54:00
U705610,add_to_cart,2024-10-04T19:15:00
U703158,view,2024-11-15T19:14:00
U704173,view,2024-10-22T11:13:00
U701879,login,2024-09-23T21:11:00
U703449,add_to_cart,2024-09-03T19:43:00
U707889,logout,2024-09-01T17:33:00
U702312,view,2024-09-15T19:14:00
U705449,search,2024-11-01T23:33:00
U702287,view,2024-11-15T01:08:00
U703707,view,2024-09-02T08:10:00
U701867,login,2024-10-17T15:13:00
U706317,login,2024-10-19T15:06:00
U706526,login,2024-09-18T06:38:00
U702963,search,2024-11-13T15:22:00
U705297,search,2024-11-18T04:28:00
U704177,view,2024-09-15T16:48:00
U707846,view,2024-10-30T20:53:00
U703796,search,2024-09-27T06:23:00
U701405,purchase,2024-11-27T17:22:00
U705800,search,2024-09-19T12:40:00
U705001,login,2024-11-06T04:46:00
U704446,search,2024-11-29T10:47:00
U703056,login,2024-11-12T01:45:00
U702078,login,2024-11-16T04:32:00
U705145,search,2024-09-28T11:14:00
U707747,add_to_cart,2024-10-13T07:09:00
U704011,add_to_cart,2024-11-04T23:00:00
U704792,logout,2024-10-17T09:21:00
U702577,purchase,2024-09-20T01:37:00
U702486,purchase,2024-10-14T03:40:00
U700025,view,2024-11-07T04:46:00
U705893,search,2024-11-18T22:32:00
U701117,view,2024-09-22T15:12:00
U700249,add_to_cart,2024-11-11T15:46:00
U707048,view,2024-11-18T22:05:00
U705378,view,2024-11-21T00:48:00
U700303,add_to_cart,2024-11-13T21:22:00
U705011,view,2024-10-15T03:39:00
U700936,logout,2024-10-24T15:15:00
U702228,login,2024-10-02T14:18:00
U702580,view,2024-09-12T22:53:00
U704780,login,2024-10-15T12:00:00
U704892,logout,2024-09-24T01:50:00
U703284,view,2024-11-22T22:40:00
U701785,view,2024-10-09T15:43:00
U703807,view,2024-10-30T17:37:00
U703310,view,2024-11-26T19:47:00
U703821,view,2024-10-26T13:13:00
U702080,view,2024-10-19T22:48:00
U700930,view,2024-10-17T15:08:00
U703472,logout,2024-09-14T14:19:00
U706071,view,2024-09-28T04:53:00
U707732,search,2024-09-20T22:46:00
U701265,view,2024-09-21T06:51:00
U703435,search,2024-09-11T00:21:00
U706749,view,2024-10-26T19:09:00
U707866,logout,2024-10-20T11:18:00
U704790,search,2024-10-25T02:19:00
U707914,view,2024-10-27T20:40:00
U702501,view,2024-10-10T02:57:00
U705607,purchase,2024-11-22T22:18:00
U704736,view,2024-11-09T17:05:00
U707058,view,2024-09-27T05:00:00
U703873,logout,2024-09-11T01:35:00
U704918,view,2024-09-24T10:15:00
U701825,view,2024-09-01T13:32:00
U701198,view,2024-10-12T16:16:00
U703074,add_to_cart,2024-10-16T12:17:00
U700792,search,2024-11-28T04:46:00
U704601,search,2024-09-12T14:15:00
U702195,logout,2024-10-14T19:39:00
U702225,view,2024-09-13T13:31:00
U700791,view,2024-11-23T12:14:00
U703902,search,2024-10-04T15:58:00
U704575,search,2024-11-23T21:13:00
U706370,view,2024-09-17T09:05:00
U706879,login,2024-09-13T15:28:00
U707151,view,2024-11-10T22:43:00
U704480,view,2024-09-16T16:16:00
U707078,view,2024-11-24T12:22:00
U701246,purchase,2024-10-20T09:23:00
U701088,add_to_cart,2024-10-17T21:32:00
U706948,search,2024-11-06T10:14:00
U702703,view,2024-10-20T13:07:00
U703658,view,2024-11-06T02:10:00
U704148,purchase,2024-11-20T17:21:00
U701890,view,2024-09-20T21:53:00
U702329,login,2024-11-04T16:50:00
U705993,add_to_cart,2024-11-12T12:17:00
U706471,login,2024-10-02T15:33:00
U704524,search,2024-09-05T10:13:00
U705274,view,2024-09-04T04:45:00
U703580,logout,2024-11-18T20:22:00
U703239,view,2024-10-17T13:22:00
U705048,add_to_cart,2024-09-12T15:31:00
U707095,login,2024-10-28T18:43:00
U704863,view,2024-10-10T02:24:00
U702817,view,2024-09-08T10:43:00
U701143,view,2024-10-28T13:11:00
U702577,view,2024-09-15T08:38:00
U706339,view,2024-10-30T14:17:00
U703660,login,2024-10-01T02:08:00
U704874,add_to_cart,2024-10-16T01:01:00
U702136,logout,2024-10-27T15:00:00
U706492,search,2024-09-12T07:18:00
U700311,view,2024-11-28T01:14:00
U700659,search,2024-11-20T09:27:00
U705270,login,2024-11-12T19:31:00
U701930,login,2024-09-17T19:20:00
U705095,logout,2024-11-06T11:53:00
U704714,add_to_cart,2024-11-10T07:12:00
U701938,view,2024-10-28T21:58:00
U707063,logout,2024-10-22T08:11:00
U704761,search,2024-09-10T11:18:00
U702408,view,2024-09-12T15:33:00
U700684,login,2024-09-12T21:44:00
U704139,login,2024-11-22T18:07:00
U704405,logout,2024-11-15T12:49:00
U700187,login,2024-09-25T00:06:00
U707754,logout,2024-10-22T03:51:00
U703974,add_to_cart,2024-11-01T20:35:00
U707480,search,2024-11-02T08:29:00
U703030,purchase,2024-11-24T04:57:00
U705784,search,2024-09-11T12:58:00
U702700,view,2024-10-22T15:29:00
U700416,view,2024-10-08T16:25:00
U707897,add_to_cart,2024-11-18T22:21:00
U701552,purchase,2024-10-07T11:36:00
U700266,add_to_cart,2024-09-25T00:42:00
U707399,add_to_cart,2024-10-11T17:39:00
U704184,view,2024-09-17T11:33:00
U704737,login,2024-11-04T23:02:00
U703062,view,2024-11-21T17:46:00
U702692,view,2024-11-15T09:55:00
U702326,add_to_cart,2024-10-14T10:55:00
U706752,login,2024-11-10T20:44:00
U702187,add_to_cart,2024-10-28T08:49:00
U701362,view,2024-10-20T04:45:00
U700223,view,2024-10-05T09:24:00
U705199,view,2024-10-23T14:06:00
U707727,view,2024-10-08T20:08:00
U703773,login,2024-10-14T12:33:00
U701754,login,2024-11-01T07:00:00
U705890,search,2024-09-11T11:53:00
U701641,add_to_cart,2024-09-25T03:02:00
U707218,add_to_cart,2024-09-10T00:30:00
U701002,view,2024-09-04T07:59:00
U705445,purchase,2024-10-06T05:57:00
U706036,purchase,2024-10-06T19:36:00
U707097,logout,2024-11-09T03:32:00
U704087,view,2024-10-22T00:45:00
U701551,view,2024-11-20T16:48:00
U702639,login,2024-11-22T11:37:00
U706220,search,2024-11-28T23:52:00
U705744,purchase,2024-10-24T00:48:00
U702245,view,2024-11-17T12:24:00
U700667,view,2024-11-04T20:04:00
U700458,login,2024-11-16T19:02:00
U707135,add_to_cart,2024-09-16T16:54:00
U701001,logout,2024-09-14T23:26:00
U707397,add_to_cart,2024-10-25T11:10:00
U706904,view,2024-11-08T20:57:00
U703070,view,2024-09-29T13:17:00
U701387,search,2024-11-14T04:06:00
U701857,view,2024-09-23T14:45:00
U700845,view,2024-11-15T11:31:00
U704408,search,2024-11-21T14:59:00
U703849,search,2024-11-28T07:18:00
U704782,view,2024-11-29T04:18:00
U706560,logout,2024-11-26T17:57:00
U704066,view,2024-10-09T04:21:00
U706407,logout,2024-09-20T12:50:00
U706731,view,2024-10-17T04:29:00
U702186,view,2024-10-04T09:47:00
U706003,purchase,2024-10-04T02:47:00
U706025,login,2024-09-18T23:23:00
U703550,login,2024-11-29T21:38:00
U706096,login,2024-11-10T17:13:00
U702615,view,2024-09-07T00:47:00
U705334,view,2024-10-28T14:14:00
U703561,view,2024-10-21T07:56:00
U704304,search,2024-10-31T13:48:00
U703027,view,2024-10-26T09:35:00
U701506,login,2024-11-08T08:25:00
U706556,search,2024-09-16T08:32:00
U707140,search,2024-09-05T07:13:00
U706751,view,2024-09-12T20:07:00
U704519,view,2024-09-30T01:39:00
U701569,view,2024-11-24T10:10:00
U707712,view,2024-11-21T21:47:00
U704433,view,2024-09-20T00:18:00
U701027,logout,2024-09-15T16:38:00
U702241,view,2024-09-29T15:45:00
U701382,search,2024-10-13T15:38:00
U705509,purchase,2024-11-29T13:36:00
U704747,logout,2024-11-22T13:55:00
U700355,view,2024-11-08T07:02:00
U706323,view,2024-09-07T13:56:00
U700218,add_to_cart,2024-10-12T00:50:00
U703069,login,2024-09-17T02:41:00
U703834,view,2024-10-26T12:33:00
U703246,logout,2024-10-06T11:26:00
U703535,purchase,2024-09-04T23:02:00
U700775,view,2024-09-24T03:54:00
U702127,login,2024-11-05T17:00:00
U702458,view,2024-09-13T10:07:00
U704295,add_to_cart,2024-09-09T11:41:00
U703059,search,2024-09-09T08:04:00
U705214,view,2024-11-09T22:22:00
U700515,view,2024-11-27T16:29:00
U701606,add_to_cart,2024-11-22T04:55:00
U700215,view,2024-09-21T19:51:00
U702390,add_to_cart,2024-10-19T06:27:00
U702364,view,2024-09-17T00:40:00
U703184,login,2024-09-18T20:12:00
U706539,search,2024-09-11T10:32:00
U705562,view,2024-11-20T13:22:00
U703572,search,2024-09-04T08:13:00
U705884,login,2024-09-08T15:47:00
U705998,view,2024-11-25T22:55:00
U702380,logout,2024-10-10T15:43:00
U706031,view,2024-10-05T05:50:00
U707563,logout,2024-10-15T10:45:00
U707696,view,2024-10-31T00:36:00
U707992,add_to_cart,2024-10-17T11:15:00
U701527,search,2024-11-18T17:05:00
U704253,view,2024-10-03T09:18:00
U701117,view,2024-10-15T19:36:00
U706318,login,2024-10-08T20:29:00
U702887,add_to_cart,2024-10-21T18:56:00
U707739,view,2024-09-04T02:07:00
U703242,search,2024-11-11T05:08:00
U704967,view,2024-09-05T03:21:00
U707460,view,2024-09-10T13:13:00
U707127,view,2024-11-14T04:48:00
U701130,view,2024-10-18T20:25:00
U704675,add_to_cart,2024-10-25T15:01:00
U700800,search,2024-09-05T02:13:00
U703063,add_to_cart,2024-10-24T00:36:00
U703183,view,2024-09-21T04:06:00
U705791,login,2024-11-12T19:20:00
U701828,view,2024-11-12T17:04:00
U700236,login,2024-10-01T02:10:00
U705285,view,2024-10-12T11:22:00
U700327,search,2024-10-01T21:44:00
U700243,add_to_cart,2024-09-19T21:30:00
U707409,logout,2024-09-18T02:00:00
U700505,login,2024-09-10T22:14:00
U704259,search,2024-09-23T11:30:00
U700713,add_to_cart,2024-09-27T12:07:00
U706244,login,2024-11-05T17:18:00
U706744,add_to_cart,2024-10-29T02:47:00
U706625,search,2024-11-26T07:58:00
U706706,search,2024-11-29T08:34:00
U704726,search,2024-10-05T09:13:00
U705717,view,2024-09-08T09:48:00
U700162,view,2024-09-21T04:08:00
U705842,login,2024-11-10T00:31:00
U701510,logout,2024-09-05T23:35:00
U705991,view,2024-10-25T01:27:00
U703778,search,2024-11-17T17:44:00
U701255,view,2024-10-20T23:21:00
U701183,purchase,2024-10-07T14:38:00
U701045,login,2024-10-09T05:13:00
U702058,search,2024-10-21T00:39:00
U706485,login,2024-11-04T04:51:00
U704107,purchase,2024-09-01T03:48:00
U701368,add_to_cart,2024-10-04T07:06:00
U703569,add_to_cart,2024-10-14T18:47:00
U702373,view,2024-10-26T17:46:00
U703021,add_to_cart,2024-11-28T19:17:00
U702428,login,2024-11-08T16:49:00
U705417,purchase,2024-11-07T01:04:00
U700654,view,2024-09-10T04:46:00
U707484,add_to_cart,2024-11-04T20:05:00
U703044,view,2024-10-17T22:22:00
U703890,login,2024-11-06T03:40:00
U705113,add_to_cart,2024-09-14T16:59:00
U704915,login,2024-11-05T22:03:00
U703951,view,2024-09-14T02:49:00
U700930,search,2024-09-05T22:44:00
U702222,view,2024-09-16T10:56:00
U700847,view,2024-10-17T20:17:00
U701329,view,2024-10-19T21:05:00
U702926,login,2024-09-03T07:22:00
U706705,search,2024-11-11T04:34:00
U702895,login,2024-10-19T07:37:00
U701404,view,2024-11-29T08:10:00
U702081,search,2024-09-03T06:47:00
U700360,add_to_cart,2024-10-01T01:06:00
U703306,search,2024-10-07T18:48:00
U703207,login,2024-10-21T17:13:00
U702997,logout,2024-11-21T08:55:00
U703234,add_to_cart,2024-10-07T21:25:00
U702971,login,2024-10-13T09:26:00
U700346,view,2024-11-22T00:36:00
U706028,logout,2024-09-02T00:44:00
U706245,view,2024-10-24T17:05:00
U703292,search,2024-10-09T16:37:00
U705958,search,2024-11-23T12:14:00
U703800,login,2024-09-03T03:52:00
U704665,add_to_cart,2024-09-27T19:36:00
U705345,login,2024-10-12T13:29:00
U706348,search,2024-10-04T00:46:00
U707126,view,2024-10-15T01:10:00
U700485,purchase,2024-09-29T09:08:00
U705494,view,2024-09-01T23:32:00
U702273,add_to_cart,2024-10-22T22:47:00
U705467,view,2024-10-01T18:45:00
U704877,purchase,2024-10-28T16:55:00
U707690,view,2024-10-28T08:02:00
U700111,login,2024-10-22T12:37:00
U704358,search,2024-09-19T20:47:00
U703705,login,2024-09-06T09:43:00
U701894,add_to_cart,2024-11-09T12:06:00
U702948,search,2024-10-21T04:23:00
U700921,logout,2024-11-19T21:44:00
U705801,search,2024-09-16T09:20:00
U707634,view,2024-09-13T03:11:00
U706391,logout,2024-09-28T17:31:00
U703411,view,2024-11-06T10:30:00
U700850,login,2024-11-27T10:52:00
U704948,view,2024-11-06T12:08:00
U702128,search,2024-10-17T20:43:00
U703292,search,2024-11-13T14:27:00
U704887,view,2024-10-18T17:28:00
U707120,view,2024-10-30T13:35:00
U707464,add_to_cart,2024-09-22T19:08:00
U706162,view,2024-09-02T07:46:00
U707369,login,2024-10-12T20:21:00
U700970,login,2024-11-02T20:15:00
U702939,search,2024-11-11T12:50:00
U706480,add_to_cart,2024-09-09T12:50:00
U704475,search,2024-11-03T22:31:00
U703479,search,2024-09-28T21:20:00
U703825,add_to_cart,2024-10-08T02:11:00
U706981,logout,2024-11-09T20:07:00
U705919,login,2024-10-15T03:25:00
U704746,view,2024-10-15T17:32:00
U701205,purchase,2024-10-05T21:15:00
U702106,view,2024-09-11T20:48:00
U707875,view,2024-11-11T13:26:00
U704371,view,2024-10-03T05:28:00
U704186,purchase,2024-09-04T13:25:00
U703177,search,2024-11-19T03:40:00
U704186,view,2024-09-07T16:43:00
U706457,add_to_cart,2024-11-24T23:46:00
U706209,view,2024-09-26T07:29:00
U701247,search,2024-09-19T19:59:00
U703202,purchase,2024-11-10T03:00:00
U707603,login,2024-10-15T09:54:00
U702484,add_to_cart,2024-09-29T09:45:00
U704987,view,2024-09-01T07:33:00
U701941,purchase,2024-11-04T02:48:00
U700783,view,2024-10-13T10:54:00
U700119,view,2024-09-09T19:06:00
U707805,login,2024-09-05T01:04:00
U707752,add_to_cart,2024-09-24T22:06:00
U707670,login,2024-11-18T17:37:00
U701683,logout,2024-09-17T21:11:00
U702234,view,2024-09-02T13:29:00
U702376,add_to_cart,2024-09-23T11:59:00
U705987,add_to_cart,2024-11-14T20:33:00
U704619,search,2024-09-10T08:04:00
U707269,search,2024-10-30T20:26:00
U707347,logout,2024-10-02T19:19:00
U701338,view,2024-11-11T04:01:00
U704159,search,2024-11-05T17:20:00
U702838,view,2024-10-19T12:09:00
U700181,search,2024-10-15T07:06:00
U700569,search,2024-11-07T21:22:00
U704366,search,2024-10-30T18:41:00
U705076,login,2024-11-03T17:26:00
U704588,view,2024-11-14T23:47:00
U700522,view,2024-11-15T04:28:00
U701125,login,2024-10-09T03:16:00
U707169,view,2024-11-29T04:15:00
U700273,view,2024-11-06T15:27:00
U704107,purchase,2024-10-28T06:21:00
U701758,search,2024-11-15T15:00:00
U703078,view,2024-09-25T09:26:00
U703870,view,2024-10-16T09:52:00
U701345,login,2024-10-31T17:38:00
U707866,view,2024-11-10T14:31:00
U700168,login,2024-11-02T23:40:00
U705337,view,2024-10-25T04:52:00
U706697,purchase,2024-10-30T01:25:00
U704874,search,2024-09-10T05:02:00
U700820,view,2024-10-14T18:05:00
U704717,view,2024-10-07T20:42:00
U706702,search,2024-10-29T19:05:00
U706175,add_to_cart,2024-11-18T13:24:00
U707460,view,2024-11-06T10:19:00
U700295,search,2024-10-14T22:46:00
U703686,login,2024-10-09T01:37:00
U702345,search,2024-10-06T07:28:00
U700789,logout,2024-10-13T19:52:00
U701079,login,2024-11-12T07:50:00
U701951,view,2024-09-28T04:27:00
U707352,view,2024-09-30T14:09:00
U701574,purchase,2024-10-24T07:44:00
U704919,logout,2024-11-24T15:21:00
U706261,add_to_cart,2024-10-14T06:08:00
U704255,search,2024-11-22T04:39:00
U701006,search,2024-09-07T02:31:00
U701402,search,2024-11-23T14:18:00
U706820,login,2024-09-02T07:46:00
U705927,view,2024-11-12T15:29:00
U700512,search,2024-10-31T14:38:00
U700802,add_to_cart,2024-09-26T06:02:00
U700167,view,2024-11-21T19:46:00
U701484,search,2024-11-24T20:21:00
U705009,search,2024-09-02T03:03:00
U701504,view,2024-09-12T19:46:00
U702768,view,2024-10-20T16:52:00
U700430,logout,2024-10-26T21:01:00
U704865,view,2024-11-24T06:11:00
U707239,search,2024-10-04T23:26:00
U703146,login,2024-11-14T17:29:00
U704586,view,2024-09-03T22:13:00
U704216,search,2024-11-26T07:53:00
U700680,view,2024-09-14T15:26:00
U703350,search,2024-10-23T04:55:00
U700829,login,2024-11-06T07:51:00
U705845,view,2024-09-23T15:48:00
U704229,add_to_cart,2024-09-08T10:30:00
U707123,login,2024-11-09T06:55:00
U705556,search,2024-10-25T22:46:00
U705267,view,2024-10-13T09:40:00
U700023,view,2024-10-31T05:58:00
U702781,view,2024-10-03T08:01:00
U707120,login,2024-10-01T17:40:00
U702222,login,2024-09-22T17:40:00
U703464,login,2024-09-18T15:36:00
U702619,logout,2024-10-02T14:28:00
U703305,search,2024-11-03T22:36:00
U702676,login,2024-09-21T16:23:00
U701007,view,2024-10-18T15:41:00
U705961,search,2024-10-23T11:48:00
U700853,logout,2024-09-25T05:38:00
U705191,view,2024-11-15T03:56:00
U706889,view,2024-10-05T04:22:00
U706528,purchase,2024-09-17T04:47:00
U703350,search,2024-11-08T21:14:00
U704862,add_to_cart,2024-10-16T12:59:00
U704262,view,2024-10-28T14:05:00
U707057,logout,2024-11-29T15:46:00
U706589,search,2024-10-28T06:05:00
U706520,search,2024-09-13T07:11:00
U704307,view,2024-09-29T16:53:00
U703252,logout,2024-10-16T00:04:00
U707285,add_to_cart,2024-10-21T23:22:00
U702098,search,2024-11-12T01:42:00
U704358,add_to_cart,2024-11-05T16:21:00
U700872,view,2024-09-06T15:07:00
U700108,logout,2024-09-01T20:09:00
U705239,view,2024-09-20T21:30:00
U700388,search,2024-11-10T06:19:00
U706713,search,2024-09-27T22:40:00
U702640,search,2024-09-28T15:16:00
U703154,search,2024-10-01T13:49:00
U701726,logout,2024-10-12T10:44:00
U707502,view,2024-10-01T19:50:00
U701079,view,2024-10-10T02:12:00
U701660,view,2024-10-14T03:55:00
U707584,login,2024-09-29T05:24:00
U705581,view,2024-11-01T02:00:00
U702260,add_to_cart,2024-09-23T15:57:00
U701131,view,2024-09-11T19:26:00
U703040,view,2024-10-24T22:37:00
U707368,view,2024-10-11T22:31:00
U701061,search,2024-11-08T18:20:00
U703733,search,2024-09-13T02:15:00
U703901,view,2024-10-26T20:21:00
U707474,search,2024-10-19T02:49:00
U706480,view,2024-09-22T13:47:00
U703329,login,2024-10-16T18:31:00
U701336,search,2024-09-13T06:05:00
U707415,login,2024-10-18T20:05:00
U700044,login,2024-10-13T17:54:00
U707012,view,2024-11-15T04:19:00
U706697,purchase,2024-10-04T15:50:00
U706904,view,2024-11-07T20:13:00
U700553,add_to_cart,2024-09-12T03:42:00
U703776,search,2024-10-07T17:59:00
U704681,login,2024-10-29T07:09:00
U701298,view,2024-11-21T15:32:00
U703850,login,2024-11-11T20:11:00
U703780,add_to_cart,2024-09-01T20:40:00
U703636,view,2024-09-11T21:19:00
U704193,view,2024-11-14T15:07:00
U701288,login,2024-10-10T04:05:00
U705011,view,2024-09-28T11:53:00
U707862,view,2024-09-04T08:10:00
U705403,view,2024-10-29T19:31:00
U700402,login,2024-10-23T00:03:00
U701765,login,2024-09-20T12:16:00
U703613,logout,2024-10-18T22:27:00
U703177,logout,2024-09-08T23:41:00
U704833,search,2024-09-14T08:37:00
U705743,login,2024-10-14T23:21:00
U703373,login,2024-11-13T16:39:00
U704443,add_to_cart,2024-11-21T13:06:00
U700847,view,2024-10-28T00:30:00
U705199,view,2024-11-18T21:02:00
U707877,purchase,2024-09-25T18:33:00
U707756,logout,2024-09-02T03:57:00
U703032,logout,2024-11-01T09:27:00
U700254,view,2024-09-07T11:40:00
U701907,view,2024-09-07T17:21:00
U705498,purchase,2024-10-18T11:28:00
U700457,login,2024-11-23T19:07:00
U703677,purchase,2024-10-31T00:10:00
U703831,login,2024-11-24T15:30:00
U706531,search,2024-10-16T20:43:00
U701845,login,2024-09-22T12:51:00
U702576,add_to_cart,2024-09-24T00:43:00
U704077,view,2024-11-22T09:25:00
U707754,add_to_cart,2024-10-22T07:44:00
U700203,purchase,2024-10-12T06:09:00
U701128,search,2024-10-31T04:42:00
U707628,view,2024-11-02T02:17:00
U704950,search,2024-11-06T23:41:00
U707983,view,2024-09-15T06:14:00
U705206,view,2024-09-02T16:36:00
U706810,add_to_cart,2024-11-13T00:18:00
U707618,search,2024-09-28T02:40:00
U701770,view,2024-10-08T13:45:00
U705523,search,2024-10-23T05:32:00
U706083,login,2024-11-08T12:34:00
U704965,logout,2024-11-14T18:06:00
U706611,logout,2024-10-01T10:29:00
U702107,view,2024-11-10T23:59:00
U704440,logout,2024-10-05T18:04:00
U705292,add_to_cart,2024-10-18T19:50:00
U700267,view,2024-09-05T12:06:00
U701817,login,2024-10-19T11:11:00
U705065,search,2024-10-03T19:48:00
U701548,login,2024-11-14T20:56:00
U701832,search,2024-11-13T05:28:00
U703944,logout,2024-10-23T07:30:00
U702930,view,2024-11-10T20:06:00
U700859,login,2024-11-22T20:26:00
U705240,login,2024-10-22T13:14:00
U703865,view,2024-10-29T10:07:00
U704893,view,2024-11-20T14:36:00
U701400,add_to_cart,2024-09-10T23:10:00
U704028,view,2024-10-21T09:03:00
U704987,add_to_cart,2024-11-04T21:26:00
U700100,view,2024-11-12T17:24:00
U706656,view,2024-09-17T16:57:00
U702884,view,2024-10-14T10:46:00
U702848,logout,2024-09-09T14:15:00
U703612,login,2024-09-11T06:19:00
U703241,logout,2024-11-17T18:27:00
U706210,logout,2024-10-11T12:07:00
U703223,view,2024-09-25T23:30:00
U703181,login,2024-10-30T22:51:00
U705086,view,2024-10-29T23:45:00
U700707,logout,2024-11-12T09:07:00
U706733,login,2024-09-04T21:35:00
U705808,add_to_cart,2024-09-13T12:36:00
U707592,add_to_cart,2024-09-01T22:00:00
U702923,add_to_cart,2024-10-22T12:25:00
U704561,login,2024-11-17T05:42:00
U701654,view,2024-10-18T12:05:00
U706283,view,2024-11-28T16:25:00
U702036,add_to_cart,2024-10-20T10:06:00
U707524,add_to_cart,2024-09-22T20:42:00
U707233,login,2024-10-16T05:12:00
U701292,add_to_cart,2024-10-03T00:47:00
U705818,purchase,2024-11-22T07:17:00
U705481,view,2024-10-26T18:40:00
U703618,search,2024-11-23T02:32:00
U700216,view,2024-11-28T11:59:00
U700861,view,2024-09-04T15:44:00
U704944,login,2024-09-19T23:18:00
U705420,view,2024-09-05T08:26:00
U707710,view,2024-10-11T05:09:00
U700045,view,2024-09-17T16:13:00
U700400,view,2024-09-19T22:50:00
U703622,view,2024-10-16T09:14:00
U702627,search,2024-10-07T12:29:00
U702334,add_to_cart,2024-09-10T21:04:00
U702030,login,2024-10-04T19:16:00
U703943,view,2024-09-24T01:24:00
U701312,purchase,2024-09-05T08:30:00
U702725,view,2024-09-13T12:27:00
U700250,view,2024-10-22T00:24:00
U705620,search,2024-11-13T05:29:00
U701887,view,2024-09-26T12:32:00
U702497,view,2024-09-06T06:59:00
U706865,login,2024-11-10T23:45:00
U701175,login,2024-11-14T01:35:00
U702042,view,2024-09-23T17:34:00
U704836,add_to_cart,2024-11-09T21:50:00
U704803,logout,2024-11-28T21:53:00
U704977,view,2024-11-25T06:23:00
U706293,search,2024-11-22T15:42:00
U701335,purchase,2024-09-13T23:56:00
U702765,view,2024-11-17T02:15:00
U702630,search,2024-09-16T11:42:00
U700866,search,2024-10-12T13:33:00
U707979,view,2024-09-27T20:27:00
U703010,view,2024-09-11T17:47:00
U701696,view,2024-10-11T20:43:00
U706794,view,2024-11-27T08:03:00
U700549,logout,2024-10-09T16:11:00
U701497,search,2024-10-19T08:22:00
U706317,search,2024-10-08T00:21:00
U707545,search,2024-10-23T09:58:00
U702339,login,2024-11-19T15:09:00
U700749,logout,2024-11-13T08:05:00
U707342,logout,2024-09-10T14:42:00
U707360,login,2024-11-03T14:56:00
U705528,add_to_cart,2024-11-08T02:23:00
U700023,search,2024-11-24T12:15:00
U706773,logout,2024-09-14T14:04:00
U701298,view,2024-11-08T11:56:00
U701830,search,2024-09-18T07:02:00
U703067,search,2024-10-05T12:13:00
U706164,login,2024-11-14T11:41:00
U704293,add_to_cart,2024-09-18T10:44:00
U706779,view,2024-10-20T03:10:00
U702570,view,2024-10-09T11:44:00
U703057,search,2024-11-25T08:07:00
U706439,view,2024-10-29T18:56:00
U705761,add_to_cart,2024-11-06T16:12:00
U701611,search,2024-11-23T10:51:00
U704115,search,2024-10-06T21:16:00
U703382,view,2024-09-29T08:21:00
U700550,add_to_cart,2024-09-30T06:57:00
U704195,view,2024-11-11T07:18:00
U706758,logout,2024-10-20T21:55:00
U705840,view,2024-11-17T02:27:00
U703793,search,2024-11-05T11:53:00
U702592,logout,2024-11-23T00:34:00
U701472,add_to_cart,2024-10-29T16:48:00
U701428,logout,2024-10-26T01:48:00
U703024,view,2024-10-24T06:17:00
U702842,view,2024-11-24T14:51:00
U704137,view,2024-10-24T07:30:00
U706287,view,2024-11-05T20:35:00
U701638,view,2024-10-30T14:24:00
U702485,login,2024-10-16T04:12:00
U700410,view,2024-10-25T22:05:00
U701419,add_to_cart,2024-11-06T08:26:00
U705271,view,2024-10-30T22:10:00
U705209,view,2024-09-12T20:29:00
U704173,login,2024-09-24T19:10:00
U707557,login,2024-09-24T13:37:00
U706881,purchase,2024-11-25T20:09:00
U701888,view,2024-10-24T10:01:00
U701568,search,2024-11-23T17:37:00
U700429,view,2024-09-19T03:21:00
U703629,view,2024-11-13T04:55:00
U701628,login,2024-10-20T08:40:00
U707736,view,2024-10-22T03:18:00
U701281,login,2024-10-10T23:59:00
U701750,login,2024-09-04T13:42:00
U704014,login,2024-11-15T05:22:00
U700305,purchase,2024-10-03T03:18:00
U707629,view,2024-09-20T15:51:00
U702465,add_to_cart,2024-11-03T19:48:00
U701571,view,2024-10-12T19:33:00
U706763,login,2024-10-26T18:56:00
U701991,view,2024-10-10T22:50:00
U707130,search,2024-09-27T04:38:00
U707603,search,2024-10-17T15:07:00
U701594,search,2024-10-10T03:04:00
U702566,view,2024-09-15T10:46:00
U703552,view,2024-09-08T02:09:00
U702003,login,2024-09-06T10:53:00
U700602,search,2024-09-04T00:26:00
U702935,add_to_cart,2024-10-12T22:22:00
U704816,purchase,2024-09-13T10:43:00
U701388,view,2024-11-09T23:39:00
U700159,login,2024-11-01T11:09:00
U704119,search,2024-09-06T03:57:00
U702090,logout,2024-10-27T18:40:00
U707726,view,2024-11-28T16:37:00
U706687,add_to_cart,2024-11-19T11:55:00
U704152,view,2024-09-16T20:55:00
U704463,search,2024-09-24T10:41:00
U707950,view,2024-09-05T16:23:00
U703885,search,2024-11-20T06:24:00
U705611,search,2024-10-04T16:34:00
U703127,view,2024-11-28T14:53:00
