tx_id,amount,merchant,payment_method,country,hour,is_first_time_merchant,device_trust_score,is_fraud
F901679,27.74,m_048,card_present,FR,15,0,0.467,0
F901680,23.13,m_019,card_not_present,IT,5,0,0.782,0
F901681,9.79,m_041,card_not_present,BE,4,0,0.724,0
F901682,18.73,m_066,card_present,FR,23,1,1.0,0
F901683,445.95,m_104,card_not_present,DE,21,0,0.82,0
F901684,16.7,m_010,card_present,CH,23,0,0.454,0
F901685,40.5,m_103,card_present,IT,19,0,0.698,0
F901686,52.49,m_092,card_not_present,ES,6,0,0.592,0
F901687,25.14,m_061,wallet,FR,15,0,0.508,0
F901688,17.5,m_030,card_not_present,FR,13,1,0.551,0
F901689,65.09,m_024,card_not_present,BE,17,0,0.546,0
F901690,176.56,m_059,card_not_present,FR,17,0,0.71,0
F901691,98.66,m_023,card_present,FR,12,0,0.969,0
F901692,50.61,m_165,card_not_present,DE,8,0,0.82,0
F901693,9.65,m_102,card_present,FR,11,0,0.747,0
F901694,108.55,m_160,wallet,FR,12,0,0.603,0
F901695,416.17,m_132,card_present,CH,15,0,0.838,0
F901696,39.27,m_051,card_not_present,BE,7,0,0.809,1
F901697,119.19,m_175,card_not_present,ES,7,1,0.735,0
F901698,47.58,m_066,wallet,FR,17,1,0.294,0
F901699,31.91,m_019,card_not_present,FR,20,0,0.562,0
F901700,13.09,m_128,card_not_present,BE,15,0,0.438,0
F901701,35.87,m_128,wallet,FR,16,0,0.474,0
F901702,8.59,m_127,card_present,FR,9,0,0.565,0
F901703,16.98,m_052,card_not_present,FR,4,0,0.699,0
F901704,,m_013,card_not_present,DE,13,0,0.753,0
F901705,317.29,m_057,wallet,FR,22,0,0.646,0
F901706,66.67,m_072,bank_transfer,BE,9,0,0.999,0
F901707,83.7,m_005,card_not_present,FR,12,0,0.837,0
F901708,20.03,m_123,card_present,FR,17,0,0.582,0
F901709,29.6,m_002,card_present,FR,6,0,0.509,0
F901710,15.49,m_170,bank_transfer,FR,21,0,0.109,0
F901711,86.63,m_050,card_present,CH,7,0,0.469,1
F901712,81.0,m_055,card_not_present,ES,9,1,0.906,0
F901713,10.3,m_108,wallet,FR,12,0,0.685,0
F901714,28.94,m_150,card_present,CH,2,0,0.989,0
F901715,77.84,m_085,wallet,FR,22,1,0.637,1
F901716,363.07,m_011,card_not_present,ES,23,0,0.809,0
F901717,82.9,m_016,wallet,FR,16,0,0.746,0
F901718,60.26,m_067,card_not_present,FR,4,0,0.67,1
F901719,40.88,m_115,bank_transfer,FR,16,1,0.747,0
F901720,4.62,m_159,card_present,FR,2,0,0.942,0
F901721,39.73,m_125,bank_transfer,FR,4,1,0.774,0
F901722,127.92,m_132,card_present,BE,5,1,0.649,0
F901723,11.17,m_030,wallet,FR,7,0,0.639,0
F901724,47.27,m_015,card_not_present,FR,19,0,0.77,0
F901725,53.39,m_155,card_present,DE,21,1,0.552,0
F901726,18.96,m_114,card_not_present,BE,21,0,0.876,0
F901727,27.35,m_136,card_present,CH,12,0,0.834,0
F901728,56.94,m_166,card_not_present,DE,4,0,0.574,0
F901729,18.83,m_019,card_present,FR,12,0,0.788,0
F901730,42.01,m_046,bank_transfer,DE,7,0,0.567,0
F901731,138.28,m_110,card_not_present,ES,12,0,0.484,0
F901732,194.38,m_118,wallet,FR,8,0,0.447,0
F901733,3.58,m_174,card_present,FR,23,1,0.53,0
F901734,19.59,m_071,card_not_present,DE,12,0,0.648,0
F901735,17.91,m_009,card_present,CH,17,0,0.872,0
F901736,33.28,m_154,card_not_present,FR,13,0,0.624,0
F901737,8.3,m_156,card_not_present,FR,0,0,0.74,0
F901738,64.64,m_177,card_not_present,ES,11,1,0.622,0
F901739,85.09,m_073,card_present,FR,4,0,0.96,0
F901740,27.4,m_017,wallet,FR,5,0,0.579,0
F901741,43.04,m_083,card_not_present,BE,0,0,0.434,0
F901742,33.93,m_170,card_not_present,ES,0,0,0.815,0
F901743,15.33,m_127,card_not_present,FR,13,0,0.588,0
F901744,608.61,m_133,wallet,FR,8,0,0.944,0
F901745,18.44,m_024,card_present,CH,5,0,0.843,0
F901746,133.91,m_146,card_present,IT,11,0,0.693,0
F901747,45.32,m_168,card_not_present,FR,8,0,0.707,0
F901748,131.51,m_158,card_present,CH,18,0,0.618,1
F901749,62.63,m_037,card_present,FR,4,0,0.952,0
F901750,449.38,m_102,card_not_present,CH,2,0,0.824,0
F901751,16.63,m_145,wallet,FR,8,1,0.987,0
F901752,44.77,m_112,card_present,FR,3,1,0.602,0
F901753,83.23,m_030,card_not_present,DE,7,1,0.896,0
F901754,56.27,m_128,card_present,FR,21,1,0.667,0
F901755,77.59,m_075,card_not_present,FR,13,1,0.755,0
F901756,278.19,m_142,card_present,DE,12,0,0.76,0
F901757,96.51,m_035,card_present,BE,15,0,0.633,0
F901758,9.85,m_043,card_not_present,DE,0,0,0.697,0
F901759,7.54,m_051,card_present,FR,10,0,0.743,0
F901760,32.77,m_171,card_not_present,DE,23,1,0.823,0
F901761,67.27,m_179,bank_transfer,CH,5,1,0.891,0
F901762,130.23,m_074,card_present,FR,3,0,0.429,1
F901763,442.65,m_075,card_not_present,FR,1,1,0.542,0
F901764,28.5,m_090,card_not_present,IT,18,1,0.282,0
F901765,37.37,m_148,card_not_present,FR,12,0,0.578,0
F901766,204.72,m_063,card_present,FR,10,0,0.725,0
F901767,52.19,m_058,card_not_present,FR,10,0,0.74,0
F901768,114.27,m_135,card_not_present,FR,11,0,0.532,1
F901769,166.47,m_100,card_present,DE,23,0,0.809,0
F901770,47.07,m_124,card_not_present,FR,20,0,1.0,0
F901771,79.36,m_162,card_not_present,FR,3,0,0.661,0
F901772,66.94,m_064,card_not_present,DE,23,0,0.66,1
F901773,9.86,m_126,card_present,FR,14,0,0.683,1
F901774,43.32,m_037,card_not_present,CH,14,0,0.605,0
F901775,41.07,m_157,card_present,FR,16,0,0.954,0
F901776,29.97,m_049,card_present,FR,11,0,0.795,0
F901777,38.87,m_131,card_not_present,FR,11,0,0.75,0
F901778,26.0,m_112,bank_transfer,FR,4,0,0.61,0
F901779,93.66,m_044,card_present,FR,4,0,0.752,0
F901780,23.85,m_087,card_not_present,FR,8,0,0.986,0
F901781,27.45,m_059,card_not_present,FR,9,1,0.775,1
F901782,103.08,m_167,card_present,DE,16,0,0.736,0
F901783,14.04,m_093,wallet,BE,18,0,1.0,0
F901784,46.38,m_169,card_not_present,FR,14,0,0.798,0
F901785,14.35,m_153,card_present,FR,9,1,0.597,0
F901786,156.44,m_074,card_present,FR,20,0,0.911,0
F901787,86.51,m_053,card_present,FR,14,0,0.867,1
F901788,224.56,m_121,card_present,FR,20,1,0.583,0
F901789,90.6,m_132,bank_transfer,FR,8,1,0.62,0
F901790,30.76,m_152,card_not_present,FR,19,0,0.686,0
F901791,10.42,m_092,card_present,FR,5,0,0.757,0
F901792,60.23,m_120,card_not_present,IT,21,0,0.856,1
F901793,14.94,m_069,card_present,FR,22,0,0.918,0
F901794,84.17,m_093,wallet,FR,3,0,0.746,0
F901795,16.53,m_156,wallet,FR,6,0,0.885,0
F901796,25.6,m_091,bank_transfer,FR,5,0,0.926,0
F901797,4.27,m_143,card_present,CH,10,0,0.77,0
F901798,20.22,m_154,card_present,FR,8,0,0.571,0
F901799,41.32,m_038,card_present,CH,17,0,0.5,1
F901800,10.77,m_134,card_not_present,IT,20,0,0.486,0
F901801,5.86,m_065,bank_transfer,BE,4,0,0.823,0
F901802,142.87,m_070,bank_transfer,FR,2,0,0.583,0
F901803,40.25,m_031,card_present,FR,2,0,0.449,0
F901804,30.2,m_100,wallet,FR,1,0,0.794,0
F901805,13.18,m_114,card_not_present,DE,6,0,0.993,1
F901806,24.74,m_011,card_not_present,FR,11,0,0.829,0
F901807,28.09,m_062,card_not_present,FR,17,0,0.959,0
F901808,60.66,m_067,card_not_present,FR,20,0,0.544,1
F901809,28.15,m_135,wallet,FR,11,0,0.797,0
F901810,57.21,m_103,card_present,FR,5,1,0.696,0
F901811,33.75,m_144,card_not_present,ES,3,0,0.655,0
F901812,41.71,m_062,card_not_present,FR,19,0,0.478,0
F901813,8.56,m_019,card_present,FR,5,1,0.495,0
F901814,6.31,m_060,bank_transfer,DE,1,0,0.434,0
F901815,47.54,m_004,card_present,FR,13,0,0.98,0
F901816,24.43,m_009,wallet,IT,20,0,0.877,0
F901817,98.6,m_092,card_present,FR,18,0,0.699,0
F901818,2.8,m_094,card_present,FR,8,1,0.587,1
F901819,7.23,m_159,card_not_present,DE,22,0,0.522,0
F901820,5.69,m_070,card_present,CH,23,0,0.79,1
F901821,13.16,m_128,wallet,IT,10,1,0.613,0
F901822,36.13,m_029,card_not_present,IT,11,0,0.637,0
F901823,43.79,m_161,card_not_present,FR,17,0,0.592,0
F901824,39.25,m_036,card_not_present,FR,20,0,0.82,0
F901825,74.43,m_075,bank_transfer,FR,18,0,0.746,0
F901826,330.74,m_117,card_not_present,FR,11,0,0.726,0
F901827,55.64,m_163,card_present,DE,19,0,0.324,0
F901828,72.3,m_100,card_not_present,FR,4,0,0.855,0
F901829,9.55,m_024,card_not_present,DE,22,0,0.483,0
F901830,19.21,m_080,card_not_present,FR,14,1,0.968,0
F901831,103.47,m_027,card_not_present,CH,2,0,0.539,0
F901832,22.73,m_089,bank_transfer,FR,15,1,1.0,0
F901833,7.94,m_056,card_not_present,FR,3,0,0.813,1
F901834,10.22,m_156,card_present,FR,3,0,0.961,0
F901835,14.3,m_141,card_not_present,CH,7,0,0.967,0
F901836,23.61,m_069,card_present,CH,16,0,0.784,0
F901837,7.51,m_061,wallet,ES,23,0,0.827,0
F901838,34.73,m_016,card_present,FR,4,0,0.79,1
F901839,23.72,m_050,card_not_present,CH,2,0,0.913,0
F901840,9.21,m_161,card_not_present,IT,13,0,0.53,0
F901841,2.94,m_171,card_not_present,FR,19,1,0.359,0
F901842,15.64,m_067,card_present,IT,11,1,0.736,0
F901843,31.63,m_128,card_present,FR,11,0,0.448,0
F901844,18.12,m_022,bank_transfer,FR,23,0,0.784,0
F901845,18.85,m_020,card_not_present,FR,15,0,0.907,0
F901846,28.67,m_044,card_present,FR,4,0,0.837,0
F901847,51.46,m_061,card_present,FR,8,1,0.648,0
F901848,39.54,m_168,card_not_present,FR,3,0,0.425,0
F901849,,m_022,wallet,FR,7,0,0.368,0
F901850,48.15,m_100,card_not_present,IT,22,0,0.882,0
F901851,48.85,m_079,card_present,CH,7,0,0.628,0
F901852,72.77,m_019,wallet,FR,17,0,0.777,0
F901853,71.36,m_059,card_present,BE,14,0,1.0,0
F901854,35.32,m_070,wallet,DE,18,0,0.907,0
F901855,25.97,m_025,card_not_present,DE,8,0,0.851,0
F901856,34.49,m_177,card_not_present,ES,16,0,0.855,1
F901857,8.04,m_119,card_not_present,FR,12,0,0.458,0
F901858,40.27,m_102,card_not_present,FR,8,0,0.494,0
F901859,54.62,m_074,bank_transfer,IT,16,0,1.0,0
F901860,17.92,m_172,card_not_present,FR,13,0,0.666,1
F901861,54.06,m_065,wallet,FR,4,0,1.0,0
F901862,118.03,m_157,card_present,DE,20,0,0.892,0
F901863,33.19,m_098,wallet,DE,23,0,1.0,0
F901864,33.68,m_033,card_not_present,IT,3,0,1.0,0
F901865,103.1,m_128,card_present,FR,4,0,0.553,0
F901866,14.91,m_058,card_not_present,FR,17,0,0.929,0
F901867,80.28,m_167,card_not_present,BE,15,0,0.755,0
F901868,31.02,m_087,wallet,FR,6,0,0.813,0
F901869,32.87,m_005,card_present,CH,12,0,0.727,0
F901870,153.05,m_176,card_not_present,FR,9,1,1.0,0
F901871,6.84,m_024,card_present,FR,1,0,0.882,0
F901872,72.69,m_088,card_not_present,IT,19,0,0.611,0
F901873,5.54,m_021,bank_transfer,ES,2,0,0.634,0
F901874,9.91,m_047,card_not_present,FR,5,0,0.651,0
F901875,31.96,m_048,card_not_present,FR,17,0,0.857,0
F901876,36.0,m_082,card_not_present,FR,12,0,0.778,0
F901877,56.68,m_168,card_not_present,FR,12,0,0.716,0
F901878,133.6,m_051,card_not_present,FR,18,0,0.275,0
F901879,52.23,m_066,wallet,FR,11,0,0.543,0
F901880,34.22,m_014,wallet,FR,3,0,0.651,0
F901881,,m_009,card_present,FR,16,0,0.512,0
F901882,51.31,m_022,card_not_present,ES,9,0,0.717,0
F901883,5.56,m_023,card_not_present,IT,18,0,0.77,0
F901884,27.17,m_070,card_not_present,FR,14,0,0.488,0
F901885,73.78,m_179,wallet,FR,22,0,0.708,0
F901886,49.81,m_021,card_present,DE,16,0,0.797,0
F901887,36.47,m_016,card_not_present,DE,19,0,0.751,0
F901888,46.1,m_008,card_not_present,FR,22,0,0.566,1
F901889,34.27,m_109,card_present,FR,9,0,0.733,0
F901890,34.04,m_059,wallet,FR,2,0,0.716,0
F901891,94.11,m_015,card_present,FR,21,0,0.624,0
F901892,14.68,m_054,card_not_present,FR,16,1,0.511,0
F901893,12.31,m_171,card_not_present,FR,5,0,0.604,1
F901894,3.42,m_024,card_present,ES,6,0,0.536,0
F901895,5.56,m_029,card_not_present,FR,8,0,0.885,0
F901896,16.79,m_157,card_present,ES,0,0,0.316,0
F901897,36.72,m_042,card_present,ES,12,1,0.25,0
F901898,48.95,m_178,card_present,CH,5,1,0.674,1
F901899,18.07,m_002,card_not_present,FR,20,0,0.794,0
F901900,37.11,m_090,card_not_present,DE,6,0,0.866,1
F901901,56.26,m_026,card_not_present,FR,8,1,0.439,0
F901902,18.81,m_025,card_not_present,FR,12,0,0.802,0
F901903,22.67,m_102,card_present,DE,2,0,0.499,0
F901904,30.9,m_096,wallet,FR,21,0,0.675,0
F901905,30.61,m_144,card_not_present,FR,9,0,0.74,0
F901906,128.95,m_120,card_not_present,ES,18,0,0.673,0
F901907,37.25,m_086,card_present,FR,9,1,0.497,0
F901908,13.9,m_174,card_not_present,FR,3,0,0.872,0
F901909,49.86,m_067,card_present,CH,12,0,0.433,0
F901910,192.13,m_072,card_not_present,BE,1,0,0.466,1
F901911,34.88,m_154,wallet,ES,23,0,1.0,0
F901912,86.11,m_115,card_not_present,FR,8,0,0.619,0
F901913,36.87,m_040,card_not_present,FR,19,0,0.89,0
F901914,35.53,m_011,wallet,FR,3,1,0.442,0
F901915,2.77,m_119,card_present,BE,15,1,0.785,1
F901916,46.78,m_131,card_not_present,IT,18,0,0.705,0
F901917,5.34,m_153,wallet,ES,21,0,0.676,0
F901918,28.52,m_152,card_not_present,FR,14,0,0.781,0
F901919,35.68,m_053,bank_transfer,FR,12,1,0.459,0
F901920,171.11,m_066,card_present,FR,5,0,1.0,0
F901921,43.76,m_115,card_not_present,BE,15,0,0.4,0
F901922,24.97,m_177,bank_transfer,DE,0,1,0.789,0
F901923,74.7,m_033,card_not_present,FR,0,0,0.865,0
F901924,26.37,m_061,card_not_present,ES,12,0,0.864,0
F901925,335.1,m_008,card_not_present,CH,10,0,0.605,0
F901926,151.43,m_141,card_not_present,FR,4,0,0.808,0
F901927,5.31,m_085,bank_transfer,FR,4,0,1.0,0
F901928,8.02,m_077,card_not_present,FR,22,0,1.0,0
F901929,142.72,m_056,card_present,FR,17,1,0.598,0
F901930,126.92,m_013,card_present,FR,15,0,0.724,0
F901931,9.55,m_133,card_present,FR,19,1,0.855,0
F901932,13.36,m_123,card_not_present,FR,16,1,0.751,0
F901933,434.13,m_044,card_present,DE,15,1,0.771,0
F901934,54.57,m_133,card_not_present,FR,23,1,0.542,0
F901935,190.3,m_153,card_present,DE,21,0,0.836,0
F901936,25.46,m_080,card_present,FR,4,0,0.738,0
F901937,58.16,m_054,bank_transfer,FR,14,0,0.657,0
F901938,18.33,m_127,card_present,IT,8,0,0.656,0
F901939,56.27,m_135,card_not_present,CH,16,0,0.345,0
F901940,56.4,m_039,bank_transfer,CH,10,1,0.821,0
F901941,14.61,m_030,bank_transfer,DE,22,0,0.261,0
F901942,52.71,m_078,card_not_present,IT,17,0,0.856,0
F901943,30.83,m_061,card_present,FR,0,0,0.637,0
F901944,6.42,m_080,card_not_present,FR,15,0,0.506,0
F901945,22.95,m_125,card_not_present,BE,8,0,0.766,0
F901946,14.53,m_056,card_present,FR,17,0,0.57,0
F901947,24.76,m_151,card_not_present,FR,22,1,0.725,0
F901948,8.09,m_037,wallet,FR,2,0,0.85,0
F901949,35.15,m_066,card_not_present,FR,8,0,0.61,0
F901950,213.76,m_105,card_present,BE,4,0,0.714,0
F901951,24.13,m_130,card_not_present,IT,17,0,0.706,0
F901952,17.19,m_027,card_present,DE,11,0,0.929,0
F901953,19.52,m_139,card_present,ES,6,0,0.648,0
F901954,67.21,m_016,card_present,ES,16,0,0.835,0
F901955,92.07,m_029,card_present,,8,0,0.809,0
F901956,94.77,m_084,card_not_present,DE,9,0,0.761,0
F901957,28.85,m_019,card_not_present,CH,17,0,0.567,0
F901958,8.95,m_035,card_not_present,FR,7,0,0.831,0
F901959,16.09,m_140,card_present,BE,16,0,0.677,0
F901960,90.42,m_010,card_not_present,FR,12,1,0.859,1
F901961,18.72,m_066,card_present,BE,1,0,0.851,0
F901962,50.17,m_084,card_not_present,FR,21,0,1.0,0
F901963,23.19,m_061,wallet,FR,2,0,0.504,0
F901964,33.74,m_062,card_not_present,FR,12,0,0.7,0
F901965,36.14,m_042,card_not_present,FR,16,0,0.89,0
F901966,,m_120,card_present,FR,19,0,0.611,0
F901967,24.17,m_071,card_not_present,FR,5,0,0.805,0
F901968,23.03,m_166,card_not_present,FR,0,0,0.952,0
F901969,191.99,m_023,card_present,CH,10,1,0.67,0
F901970,28.29,m_172,card_present,FR,18,0,0.733,0
F901971,,m_156,card_not_present,DE,6,0,0.461,0
F901972,34.22,m_152,card_present,BE,14,0,0.932,0
F901973,133.36,m_125,card_present,FR,17,0,0.403,0
F901974,31.67,m_123,wallet,FR,2,1,0.673,0
F901975,42.02,m_001,bank_transfer,FR,7,1,0.773,0
F901976,272.23,m_141,wallet,,9,0,0.76,0
F901977,15.15,m_178,wallet,FR,10,0,0.602,0
F901978,114.49,m_076,card_not_present,IT,9,0,0.67,0
F901979,12.52,m_167,card_present,FR,1,1,0.789,0
F901980,66.38,m_009,wallet,FR,12,1,0.549,0
F901981,13.0,m_139,card_present,DE,14,1,0.428,0
F901982,8.73,m_113,card_present,FR,10,0,0.786,0
F901983,82.8,m_151,wallet,FR,7,0,0.831,0
F901984,22.25,m_078,card_present,IT,18,1,0.663,0
F901985,75.21,m_132,card_present,FR,22,0,0.585,0
F901986,226.2,m_173,card_present,CH,8,0,0.77,0
F901987,70.37,m_172,card_not_present,FR,19,0,0.727,1
F901988,159.01,m_020,card_not_present,ES,16,0,0.73,0
F901989,69.71,m_128,card_present,IT,18,0,0.593,0
F901990,91.67,m_007,card_present,IT,2,0,0.494,0
F901991,256.84,m_065,card_not_present,FR,8,0,0.762,0
F901992,12.98,m_092,bank_transfer,FR,19,0,0.707,0
F901993,8.93,m_114,card_not_present,FR,8,0,0.501,0
F901994,27.13,m_086,wallet,FR,22,0,0.441,1
F901995,129.67,m_106,card_present,ES,13,0,0.669,0
F901996,19.38,m_077,wallet,FR,3,0,0.535,0
F901997,40.77,m_085,card_not_present,FR,17,0,0.819,0
F901998,47.81,m_144,card_present,CH,17,0,0.361,0
F901999,107.26,m_138,card_present,FR,19,0,0.977,1
F902000,67.67,m_069,card_present,FR,10,0,0.676,0
F902001,7.85,m_060,wallet,DE,6,0,0.507,0
F902002,5.54,m_094,card_not_present,DE,6,1,0.866,0
F902003,25.08,m_163,card_present,FR,13,0,0.7,0
F902004,307.83,m_173,wallet,CH,19,0,0.578,1
F902005,52.82,m_025,card_not_present,FR,5,0,0.838,0
F902006,31.56,m_046,card_not_present,FR,8,0,0.739,0
F902007,53.75,m_138,bank_transfer,FR,2,0,0.468,0
F902008,27.34,m_125,bank_transfer,FR,3,0,0.607,0
F902009,7.12,m_142,wallet,FR,4,0,0.725,0
F902010,56.17,m_061,card_present,FR,19,0,0.778,0
F902011,57.26,m_113,card_not_present,CH,21,0,0.674,0
F902012,160.99,m_051,card_not_present,FR,6,1,0.862,0
F902013,48.51,m_020,card_not_present,FR,5,0,0.442,0
F902014,56.88,m_045,card_not_present,FR,7,0,0.586,0
F902015,7.6,m_064,wallet,FR,22,1,0.938,0
F902016,16.67,m_139,card_present,FR,18,1,0.99,0
F902017,201.92,m_043,card_present,FR,3,0,0.809,0
F902018,14.26,m_031,card_not_present,IT,23,0,0.719,0
F902019,32.13,m_087,card_not_present,FR,18,0,0.857,0
F902020,38.49,m_158,card_not_present,IT,0,0,0.814,0
F902021,8.21,m_094,card_not_present,FR,23,1,0.977,0
F902022,49.22,m_080,card_not_present,FR,5,1,0.484,0
F902023,28.6,m_178,card_not_present,IT,21,0,0.608,0
F902024,7.82,m_145,card_not_present,ES,8,0,0.35,0
F902025,76.34,m_078,card_not_present,BE,9,0,0.554,0
F902026,,m_103,wallet,ES,23,0,0.652,0
F902027,10.81,m_080,card_present,DE,21,0,0.776,0
F902028,24.32,m_144,card_not_present,FR,5,0,0.571,0
F902029,100.41,m_016,card_present,BE,19,0,0.516,0
F902030,,m_171,card_not_present,DE,17,0,0.861,0
F902031,9.32,m_159,card_not_present,FR,16,0,1.0,1
F902032,13.61,m_060,card_not_present,DE,18,0,0.816,0
F902033,74.6,m_147,card_present,FR,23,0,0.738,0
F902034,27.9,m_150,card_present,FR,0,0,0.607,0
F902035,8.5,m_033,wallet,FR,13,1,1.0,0
F902036,35.47,m_144,wallet,FR,11,0,0.773,0
F902037,48.12,m_068,card_present,BE,19,0,0.83,0
F902038,,m_108,card_present,FR,7,0,0.457,0
F902039,28.07,m_098,bank_transfer,IT,19,0,0.831,0
F902040,111.74,m_139,card_not_present,ES,16,0,0.425,0
F902041,18.15,m_063,card_not_present,FR,13,0,0.86,0
F902042,10.45,m_116,card_present,FR,13,0,0.703,0
F902043,42.94,m_121,wallet,IT,10,1,0.722,0
F902044,12.91,m_042,card_present,FR,0,1,0.907,0
F902045,30.45,m_175,card_present,FR,3,0,0.832,0
F902046,23.08,m_114,card_not_present,FR,15,1,0.637,0
F902047,74.13,m_135,card_not_present,CH,23,0,0.597,0
F902048,11.45,m_042,card_present,FR,16,0,0.951,0
F902049,11.16,m_158,card_not_present,DE,5,0,1.0,1
F902050,45.75,m_023,bank_transfer,FR,1,0,0.704,0
F902051,16.01,m_132,wallet,FR,20,0,0.752,0
F902052,9.09,m_175,card_not_present,FR,18,0,0.796,1
F902053,55.56,m_172,card_not_present,FR,22,0,0.7,0
F902054,36.09,m_154,bank_transfer,FR,16,0,0.983,0
F902055,144.21,m_032,card_present,FR,22,0,0.732,0
F902056,108.67,m_091,card_present,FR,14,0,0.864,0
F902057,47.81,m_016,card_not_present,FR,14,0,0.86,0
F902058,13.62,m_176,card_not_present,IT,20,0,0.766,1
F902059,76.83,m_111,card_present,FR,20,0,0.724,0
F902060,121.95,m_097,bank_transfer,FR,19,0,0.559,0
F902061,204.64,m_012,card_present,ES,4,0,0.656,0
F902062,17.31,m_103,wallet,FR,4,0,0.578,0
F902063,149.39,m_043,card_present,FR,20,1,0.638,1
F902064,11.29,m_137,card_not_present,FR,7,0,0.927,0
F902065,25.06,m_071,card_not_present,IT,0,0,0.877,0
F902066,10.0,m_074,wallet,DE,13,0,0.78,0
F902067,175.28,m_101,bank_transfer,ES,10,0,0.636,0
F902068,29.46,m_172,card_not_present,ES,20,0,0.71,0
F902069,44.01,m_042,card_present,FR,8,1,0.966,0
F902070,43.66,m_097,wallet,FR,4,0,0.717,0
F902071,195.66,m_141,wallet,FR,1,0,0.557,0
F902072,93.67,m_130,card_not_present,FR,22,0,0.581,0
F902073,117.13,m_019,card_present,FR,12,1,1.0,0
F902074,5.69,m_078,card_not_present,DE,3,0,0.757,0
F902075,13.43,m_127,wallet,FR,22,0,0.872,0
F902076,24.04,m_142,card_present,FR,6,1,0.711,0
F902077,160.23,m_150,card_not_present,FR,4,0,0.559,0
F902078,17.38,m_165,card_not_present,FR,7,0,0.502,0
F902079,16.05,m_150,card_present,BE,2,0,0.865,0
F902080,65.82,m_175,wallet,FR,17,0,0.851,0
F902081,28.85,m_138,card_not_present,FR,2,0,0.768,0
F902082,5.32,m_112,bank_transfer,FR,5,0,0.699,0
F902083,24.76,m_094,card_present,FR,8,0,0.78,0
F902084,23.52,m_081,card_not_present,FR,11,0,0.65,0
F902085,99.46,m_098,card_present,BE,5,0,0.706,0
F902086,40.2,m_068,card_not_present,ES,5,1,0.962,0
F902087,22.37,m_034,card_present,FR,19,0,0.76,0
F902088,14.88,m_010,card_present,FR,20,0,0.774,0
F902089,10.75,m_117,card_not_present,FR,15,0,0.777,0
F902090,13.67,m_137,card_not_present,FR,11,0,0.422,0
F902091,30.39,m_093,card_present,BE,8,0,0.751,0
F902092,32.82,m_008,card_not_present,FR,22,0,0.71,0
F902093,30.64,m_092,card_not_present,IT,3,1,0.832,0
F902094,8.23,m_043,card_present,IT,18,0,0.597,0
F902095,27.06,m_053,card_not_present,FR,18,1,0.897,0
F902096,22.05,m_007,card_not_present,CH,17,0,0.624,0
F902097,34.86,m_011,card_present,BE,12,0,0.728,0
F902098,62.88,m_141,card_present,CH,19,0,0.869,0
F902099,232.28,m_060,card_not_present,CH,2,0,0.87,1
F902100,49.24,m_162,wallet,DE,3,0,0.901,1
F902101,8.45,m_166,card_not_present,ES,14,1,0.836,0
F902102,11.55,m_163,card_not_present,ES,5,0,0.724,0
F902103,26.99,m_170,bank_transfer,CH,8,0,0.654,0
F902104,19.7,m_129,card_not_present,CH,13,0,0.737,0
F902105,29.79,m_013,card_present,DE,15,0,0.564,0
F902106,224.85,m_046,card_not_present,IT,23,0,0.569,0
F902107,67.25,m_130,card_not_present,ES,15,0,0.736,0
F902108,21.79,m_107,wallet,FR,5,0,0.307,0
F902109,14.52,m_038,card_present,FR,22,0,0.473,0
F902110,13.22,m_175,card_present,DE,10,0,0.682,0
F902111,2.22,m_152,card_not_present,FR,1,1,0.959,0
F902112,27.56,m_033,card_not_present,DE,11,0,0.57,0
F902113,8.8,m_021,card_present,FR,12,0,0.734,0
F902114,55.02,m_151,card_present,FR,5,0,0.894,0
F902115,56.65,m_020,card_present,FR,23,0,0.842,0
F902116,95.55,m_121,card_present,IT,12,0,0.66,0
F902117,9.01,m_096,card_not_present,FR,7,0,0.819,0
F902118,46.7,m_095,card_not_present,FR,11,0,0.554,0
F902119,72.43,m_028,wallet,IT,4,1,0.35,1
F902120,56.47,m_092,bank_transfer,ES,7,0,0.932,0
F902121,71.27,m_120,card_not_present,DE,11,0,0.617,0
F902122,63.87,m_022,card_present,FR,1,0,1.0,0
F902123,26.22,m_123,card_not_present,FR,11,0,0.481,0
F902124,63.85,m_102,card_not_present,CH,20,0,0.539,0
F902125,104.73,m_080,card_not_present,DE,5,0,0.636,0
F902126,13.34,m_067,wallet,ES,23,1,0.617,0
F902127,19.33,m_029,card_not_present,IT,2,0,0.716,1
F902128,15.58,m_172,card_present,FR,9,0,0.553,0
F902129,24.52,m_140,card_present,ES,13,0,0.716,0
F902130,6.53,m_140,card_not_present,IT,12,0,1.0,0
F902131,46.93,m_057,card_present,IT,22,0,0.768,0
F902132,,m_094,card_not_present,FR,23,0,0.767,0
F902133,14.83,m_001,card_present,FR,5,1,0.796,0
F902134,32.22,m_122,card_not_present,IT,22,0,0.577,0
F902135,31.08,m_112,card_present,DE,9,0,0.73,0
F902136,51.32,m_159,card_not_present,FR,2,1,0.575,1
F902137,29.17,m_033,card_present,FR,20,0,1.0,0
F902138,40.19,m_028,card_present,,12,0,0.588,0
F902139,36.66,m_023,card_not_present,FR,21,0,0.728,0
F902140,75.78,m_023,card_not_present,ES,9,1,0.857,0
F902141,107.25,m_080,card_present,DE,19,1,0.781,0
F902142,74.77,m_103,card_not_present,CH,21,1,0.648,0
